username,profile,followers,following,published,day.of.week,time.of.day,tweet.gap,first.tweet,text,length,words,long.words,likes,retweets,source,media,media.binary,urls,urls.binary,hashtags,hashtags.binary,mentions,mentions.binary,quote,quote.verified,quote.likes,quote.retweets,is.retweet,retweet.username,covid,health,vaccine
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/13 11:34,Tuesday,41671,7,0,"Congratulations Huron Perth! We have reached a 50% full vaccination rate in eligible residents aged 18+! Thank you to everyone who has gotten fully vaccinated, as well as everyone else planning to get their #COVID19 vaccine. https://t.co/FtuGXj3rhw",140,37,3,79,15,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@HPPublicHealth,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/14 9:45,Wednesday,35152,7,0,"Great opportunity to get your first or second dose today at White Oaks Public School. Just walk-in and ???? #GetVaxxed!

Starting today, you can also walk into any mass vaccination clinic before 5PM and get your first dose. Let¡¯s go #Middlesex-#LdnOnt!",140,40,2,18,13,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@MLHealthUnit,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/10/16 10:32,Saturday,37946,1251,0,"If you were born between May and August, download your enhanced vaccine certificate with official QR code today.

The enhanced vaccine certificate will make it easier, more secure, and convenient to confirm that you are fully vaccinated against #COVID19. https://t.co/aiQW22Uwm3 https://t.co/SFumyUUNgx",278,40,5,82,39,Twitter Web App,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/28 12:02,Wednesday,43349,4,0,"The drive-thru clinic at Bingemans is open today and tomorrow. Come by car, bike or @GRT_ROW.
??Open 5 to 9 p.m.
??1st and 2nd doses
??Pfizer (12+)
??Drive-thru/walk-in only (no appts)
??#TeamVaccineWR: Bring a family member, friend, or neighbour! 
https://t.co/vLuNl4k2jU https://t.co/xgURLjCAc9",140,36,5,50,42,Twitter Web App,0,0,0,0,0,0,2,1,0,NA,NA,NA,1,@ROWPublicHealth,0,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/9/28 12:18,Tuesday,44317,4,0,"Road trip to Ompah! ??The COVID-19 mobile vaccine clinic will be set up at the ??Ompah Community centre today from 2 to 5 p.m.??
If you were born in 2009 or earlier, come on down and get your COVID-19 shot. Both mRNA vaccines available. No appointment needed! https://t.co/LKuJkz2aS3",140,47,2,11,14,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@KFLAPH,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/3 16:46,Monday,60405,7817,0,"Sexual violence does not just affect individuals and families, but communities and society as a whole. 

This #SexualAssaultPreventionMonth, learn what you can do so more survivors know they are not alone. 

https://t.co/m8vRpRDAWv #endVAW #SAPM2021 https://t.co/7HTM4Ij9uE",140,35,2,18,27,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@WomenON,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/15 10:43,Tuesday,38614,8,0,Watch #HaltonON¡¯s MOH provide an update on the importance completing both doses of #COVID19 vaccines &amp; new guidance to interchange mRNA (Pfizer and Moderna) first and second doses: https://t.co/WpvR5PkX8E,143,29,3,22,12,Twitter Web App,0,0,0,0,2,1,1,1,0,NA,NA,NA,1,@RegionofHalton,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/14 10:45,Friday,38728,12,0,"From May 15 to June 11, a Peel Vaxx Pop-up will run at Bramalea Civic Centre. In partnership with @RootsCSPeel, @BramaleaCHC and @FourCornersHC, the clinic will deliver 14,000 doses to those 18+ in the Black community in Brampton and Malton. More info at https://t.co/qLqwLCEnmS. https://t.co/K4Jkig6O8P",140,45,1,74,55,Twitter Web App,0,0,0,0,0,0,2,1,0,NA,NA,NA,1,@regionofpeel,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/19 11:09,Wednesday,40199,9,0,"?FAMILY POP-UP CLINIC ON THURSDAY?

HEY SCARB FAMILIES ¨C WE¡¯RE VACCINATING 
?? 12+ YEARS OF AGE

For those living (or working) in Scarborough hot spot postal codes (proof of address or employment is required) https://t.co/vc5H13hftg",140,33,4,69,81,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@SHNcares,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/10/10 11:36,Sunday,41769,173,0,"Hop on the #GOVAXX bus for your 1st or 2nd dose of a #COVID19 vaccine. 

Our mobile vaccine bus will be at Township of Tiny ¨C Perkinsfield Park in Tiny on Tuesday, October 12 from 10 a.m. to 1 p.m.

No appointment needed. While supplies last. https://t.co/MB1MrskW0z https://t.co/5NlkthkTkT",266,47,2,2,2,Twitter Web App,1,1,1,1,2,1,0,0,0,NA,NA,NA,0,NA,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/9/14 12:26,Tuesday,44815,18,0,"York Region pop-up #COVID19Vaccine clinic taking place today Tuesday, September 14:

- Canadian Mental Health Association Vaughan, 8271 Keele Street, @City_of_Vaughan, 11:30 a.m. to 6:30 p.m.

Full list of weekly pop-up clinics and locations available at https://t.co/9KIfZSQg3i https://t.co/A1Q3BtMF3x",140,36,2,5,10,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@YorkRegionGovt,1,1,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/1 17:13,Tuesday,61980,7,0,"?? Pre-registered individuals 18-49 years are receiving notifications to book!
- Watch for a notification
- Check junk folders
- Book as soon as you can
- Check all clinics for appts
Anyone 12+ in @RegionWaterloo can pre-register to get their first dose at https://t.co/YwJmuEtvHY https://t.co/lsgLws0FNR",139,41,6,30,17,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@ROWPublicHealth,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/19 17:23,Wednesday,62582,6,0,"Individuals aged 12-17 with at risk, high, and highest health conditions are now eligible to receive the Pfizer BioNTech vaccine. To book an appointment, please visit https://t.co/VeczvUa9of",140,27,3,7,8,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@TheWECHU,0,1,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/20 14:04,Tuesday,50670,56,0,"What an awesome response at this weekend's transportation vaccine event! Thank you, Peel ??????

With 2095 more needles in our essential worker's arms, we have reached 80% 1st dose and 61% 2nd dose coverage among those 18+

Thanks to our partners for making the event a success!?? https://t.co/QW17loMe91",140,46,2,88,10,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@regionofpeel,0,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/8 12:36,Thursday,45388,7,0,"1/2 Hey @townhuntsville walk-ins will be accepted at the #COVID19Vaccine clinic TODAY from 12pm-4pm
? Available for 12+
? mRNA vaccines available
? #SimcoeMuskoka residents only
? Doses available while supplies last https://t.co/NYtBwLLinG",139,29,2,8,10,Twitter Web App,0,0,0,0,1,1,2,1,0,NA,NA,NA,1,@SMDhealthunit,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/19 13:53,Monday,49984,3,0,"Walk-in to get your first dose of a COVID-19 vaccine today &amp; tomorrow at Harry Howell Arena, 27 Hwy 5, Flamborough &amp; Glanbrook Arena, 4300 Binbrook Rd.. Clinics open 10am to 12pm &amp; 1 to 3pm. Details: https://t.co/iKeukczimG https://t.co/wZE4b3D4yF",148,39,1,14,12,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@cityofhamilton,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/5 18:26,Wednesday,66393,1644,0,"NEW! Check your #COVID19 #vaccine pre-registration at: https://t.co/zCPBeLbOry. Check to see if you are pre-registered and whether or not it's your turn to book an appointment.

Read our full news post about this here: https://t.co/66d4tbb5oi https://t.co/jysapgjBu2",140,35,3,67,51,Twitter Web App,0,0,1,1,2,1,1,1,0,NA,NA,NA,1,@WDGPublicHealth,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/1 13:03,Tuesday,47015,7,0,"Pop up COVID-19 vaccine clinic for children &amp; youth 12-17 years old on Tuesday, June 1 in Belle River at the Atlas Tube Rec. Centre from 12 to 7 pm. No appointment needed. Youth must be 12 years of age or older on the day of vaccination. More details at https://t.co/fCCeJ9qIeN https://t.co/rotf75QhdC",143,52,2,11,13,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@TheWECHU,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/8/31 15:44,Tuesday,56673,32,0,Mobile COVID-19 immunization clinic taking place in @HaliburtonCty at the Youth Wellness Hub (12 Dysart Ave) tonight from 5-8pm! Open to anyone born in 2009 or earlier. Bring your health card! #StickItToCOVID https://t.co/TuGnNsFKBN,140,33,1,1,1,Twitter Web App,0,0,0,0,0,0,2,1,0,NA,NA,NA,1,@HKPRDHU,1,1,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/10 17:06,Monday,61575,10593,0,"This week we are holding a vaccination clinic at General Mercer Public School @ 30 Turnberry Ave with our partners @tdsb, @UnisonHC &amp; @DPNCHC

Eligibility: Adults 18+ who live or work in an ""M"" hot spot, with priority for those in M6M,M6N,M6A and M9N. https://t.co/UDGL75i7VU",140,44,2,39,19,Twitter Web App,0,0,0,0,0,0,2,1,0,NA,NA,NA,1,@WCHospital,0,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/29 13:54,Tuesday,50041,7862,0,"The OHT-N Mobile Clinic will be visiting two more rural locations this wk. Join us to get your 1st or 2nd shot of #COVID19 vax:
- TODAY (Jun29): Baltimore Rec Centre, 23 Community Centre Rd, Baltimore, 3-7pm
- TOMORROW (Jun30): Keeler Centre, 80 Division St, Colborne, 3-7pm https://t.co/ng4eJn8HfT",140,46,1,10,13,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@OHT_Nthld,1,0,0
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/4/29 14:12,Thursday,51170,13,0,"National Immunization Awareness Week is a time to recognize the role of vaccines in preventing illness and saving lives. Our Medical Officer of Health, Dr. Joyce Lock shares why she rolled up her sleeve for the COVID-19 vaccine. 
#VaccinesWork #NIAW2021 https://t.co/sH0LKpItSE",140,41,2,20,9,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@SW_PublicHealth,1,1,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/2 9:38,Wednesday,34722,3948,0,"Covid-19 Vaccine Clinic in Wallaceburg tomorrow June 3, 2021 located at the Chatham-Kent Community Health Centre: 808 Dufferin Ave., Wallaceburg. Offering Moderna vaccine to anyone aged 18 years+. Book an appointment by calling 519-397-5455 ext. 322.",139,36,5,4,8,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@CK_OHT,1,1,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/5/3 16:50,Monday,60635,9,0,"Adults 18+ LIVING in ¡°Hot Spot¡± Postal Codes: N8X, N8Y, N9A, N9B, N9C, N8H, or N9Y are now eligible to receive COVID-19 vaccines at targeted vaccination clinics. Regularly check online for available appointments: https://t.co/yz2QuMBGZA or call 226-773-2200 for more assistance.",140,40,4,8,4,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@TheWECHU,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/7/21 15:12,Wednesday,54747,3,0,"No Appointment Needed. First and Second Doses. Both Pfizer and Moderna available. We're trying to break down as many barriers possible to get our community vaccinated! Come by the @Lindsay_Ex for your vaccine today!
Learn more: https://t.co/HWyiSXBmKu https://t.co/IHSFS9GrxK",140,37,4,22,27,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@RossMemorial,0,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/16 10:32,Wednesday,37955,63355,1,"The drop-in community COVID-19 vaccine clinic at Don Bosco Secondary School (2 St. Andrew¡¯s Blvd.) is open TODAY June 16, noon to 8 p.m. or until supplies last. https://t.co/XCWdNwmLMK",140,29,0,10,4,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@UnityHealthTO,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/6/30 16:52,Wednesday,60779,11,0,Press Release: Individuals Without a 1st Dose Appointment and Local Youth 12 to 17 Years Old Can Receive Their COVID-19 Vaccine at EOHU Vaccination Clinics Without an Appointment. https://t.co/ltadzYMLyc https://t.co/ymqVwdIiNd,140,30,4,3,3,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@EOHU_tweet,1,0,1
@ONThealth,Official account of Ontario¡¯s Ministry of Health. Terms of use https://t.co/ppsyJGAMDj. En fran?ais @ONTSante,103483,611,2021/8/3 10:08,Tuesday,36522,5,0,"Public pop-up clinic on Friday Aug. 6 @UWindsor for 1st or 2nd dose COVID mRNA vaccines to those 12+ from 10am to 3pm or while quantities last. The clinic is open to the Windsor-Essex community. No health card required.

#TakeAJabUWindsor #KOCovid
 ?? https://t.co/Iih4K1Cs94 https://t.co/1SKegnoJGg",140,43,3,22,19,Twitter Web App,0,0,0,0,0,0,2,1,0,NA,NA,NA,1,@UWindsor,1,1,1
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/25 16:06,Tuesday,58007,11,0,"Thanks to the @SchizophreniaAB, who provide programs, supports, education and advocacy for Albertans living with #schizophrenia.

Click below to find out more about their annual  Strides of Hope Walk. 3/3 #SSAStridesofHope
https://t.co/AATgOaLgzh",140,31,0,3,4,Twitter Web App,0,0,0,0,0,0,2,1,0,NA,NA,NA,1,@shandro,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/12 11:44,Wednesday,42290,6509,0,1/2 Lots of COVID-19 immunization appointments are available in #RedDeer for eligible Albertans born in 2009 or earlier.,140,18,2,10,17,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@AHS_CentralZone,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/8/11 10:07,Wednesday,36477,952,0,"I am very excited to announce that $35 million from Budget 2021 has been earmarked to begin work on a new community health centre for La Crete and surrounding communities. 

This facility will feature a birthing centre and midwifery-led program. 1/4 https://t.co/djy4DbVg4v",140,42,3,17,6,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@shandro,0,1,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/8/9 9:35,Monday,34550,1528,0,"Your #COVID19AB vaccination record can be accessed through MyHealth Records, but you¡¯ll need to create an account first. Set it up now so it¡¯s ready to use. You can also use your account to see COVID tests and other medical info: https://t.co/FdUwSy338f https://t.co/kYwqzIlXEG",140,43,1,17,9,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@YourAlberta,1,1,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/8/13 9:12,Friday,33126,30,0,"It is important that even those who have recovered from COVID-19 get immunized. There is no mandatory waiting period between having COVID-19 disease and being immunized; however, it is recommended that people wait until they are feeling better. More info: https://t.co/x8IgPSi2Ga.",140,41,3,19,12,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_media,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/4/26 15:48,Monday,56938,4557,0,Relaxing restrictions on continuing care visits. High rates of vaccination among residents and staff at continuing care facilities means families will soon be able to more easily visit their loved ones: https://t.co/0BHXE7WAgN #COVID19AB,237,33,5,0,1,Sprout Social,0,0,1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/7/16 10:07,Friday,36450,1635,0,"Looking to get the facts about prostate cancer? This factsheet has the knowledge you need to know about prostate cancer, from symptoms and tests to the steps you can take for early detection: https://t.co/AydQEvwIRo https://t.co/9L1AfoeONp",140,35,1,6,2,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@ProstateCancerC,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/4/24 20:06,Sunday,72361,25321,0,"Sign up for a MyHealth Records account and securely access most of your lab results, #immunizations, medication history and #COVID19AB test results:  https://t.co/nScFZJ4uOX. https://t.co/hANJxgXcOR",174,25,1,5,0,Sprout Social,1,1,1,1,2,1,0,0,0,NA,NA,NA,0,NA,1,1,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/31 13:18,Monday,47910,48,0,"¡°I know that this pandemic is impacting globally and seeing a lot of deaths and people in ICU and things like that is really severe,¡± says Sau Fan Leung, 51, about why she thinks getting the COVID-19 vaccine is important. #ShotofHope #YEG https://t.co/3U1uY3Sr7f",140,43,1,18,2,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_media,1,0,1
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/9/9 11:18,Thursday,40699,12,0,"As a physician &amp; a mother, I know that keeping ourselves &amp; our babies safe is priority #1. I also know it can be hard to know what to believe when there is so much information available. (4/5)",147,38,2,118,13,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@CMOH_Alberta,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/9/10 14:22,Friday,51726,26,0,"Need to book your #COVID19AB vaccination? Our centralized online booking system will help you find both AHS and pharmacy appointments at places and times convenient for you with just a few clicks.

Register now at https://t.co/P32Q9aEHcp https://t.co/ZIWgTbiCQ3",140,36,5,2,5,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@YourAlberta,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/6/10 8:23,Thursday,30238,583,0,Here is a summary of today¡¯s #COVID19AB numbers: Over the last 24 hours we ID¡¯d 313 new cases &amp; completed about 8.5K tests. Our positivity rate is 3.8%. We have ID¡¯d 161 new VoC cases. There are 329 ppl in hospital incl 83 in ICU.  (1/5),144,47,1,127,26,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@CMOH_Alberta,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/4/22 8:44,Thursday,31482,541,0,All Health Canada approved vaccines are safe and effective. The best vaccine for you is the one that is offered to you first. Check out this short video for a few more things #pharmacists want you to know. https://t.co/KOdH01bghe,140,39,1,9,6,Sprout Social,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@CPhAAPhC,0,1,1
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/10/19 10:44,Tuesday,38671,2008,0,"There will be a #COVID19AB update today at 4:30 pm.
Join virtually:
??Online: https://t.co/lmibh3hDJV
??Twitter: https://t.co/Yru946fHfx
A video &amp; transcript for today can be found at: https://t.co/fNqBdKEUzs",140,23,2,21,7,Twitter Web App,0,0,1,1,1,1,1,1,0,NA,NA,NA,1,@CMOH_Alberta,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/26 10:00,Wednesday,36006,667,0,"Did you know that using tobacco actually causes stress in the body? Nicotine makes the heart beat faster and blood pressure go up, which makes the heart work harder. https://t.co/OGzF0XvA2o",140,30,0,0,1,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AlbertaQuits,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/9/10 14:22,Friday,51726,26,0,"Need to book your #COVID19AB vaccination? Our centralized online booking system will help you find both AHS and pharmacy appointments at places and times convenient for you with just a few clicks.

Register now at https://t.co/P32Q9aEHcp https://t.co/ZIWgTbiCQ3",140,36,5,2,5,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@YourAlberta,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/6/15 8:38,Tuesday,31091,40,0,"A first dose immunization clinic is offering drop-in mRNA vaccine/COVID-19 immunization Monday through Friday in the Family Care Clinic of the East Calgary Health Centre (4715 8 Ave. S.E.). If you haven¡¯t had a first dose of COVID-19 vaccine, you are encouraged to attend. https://t.co/yY1okVKm7x",140,45,4,42,28,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_YYCZone,1,1,1
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/6/17 15:17,Thursday,55060,15,0,"Even there, vaccines remain highly effective. Recent UK data found 1 dose of AstraZeneca was 71% effective at preventing hospitalization, 1 dose of mRNA vaccine was 94% effective. Even better: 2 doses of AstraZeneca were 92% effective, 2 doses of mRNA vaccines 96%. (8/10)",139,44,7,83,15,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@CMOH_Alberta,0,0,1
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/27 13:32,Thursday,48760,77,0,"#yourEMS paramedic Brian Hall helps respond quickly to emergencies using a Paramedic Response Unit in #YEG. Learn what this kind of response is like as part of #PSWeek2021
https://t.co/ikJX3FvAh4",140,28,1,5,1,Twitter Web App,0,0,0,0,2,1,1,1,0,NA,NA,NA,1,@ahs_ems,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/6/7 8:34,Monday,30852,13,0,"Alberta¡¯s social programs and health system provide top-quality services for everyone experiencing head and brain injuries, from a mild concussion to a severe aneurism and stroke. 3/4 
#BrainInjuryAwarenessMonth #abhealth",140,29,3,6,2,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@shandro,0,1,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/4/22 12:01,Thursday,43313,4024,0,"Today¡¯s #COVID19AB update will be at 3:30 pm.
Join us virtually:
??Online: https://t.co/lmibh3zeBt
??Twitter: https://t.co/Yru945Y5QX
A thread summarizing my remarks will follow here. A video &amp; transcript for today can be found at: https://t.co/fNqBdKnjaS.",140,30,3,30,6,Sprout Social,0,0,1,1,1,1,1,1,0,NA,NA,NA,1,@CMOH_Alberta,1,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/31 8:26,Monday,30415,68,0,"Please continue to follow public health measures in order to protect yourself &amp; others from COVID-19¡ªeven if you've been vaccinated. This includes keeping two metres apart, wearing a mask in public, and staying home when sick. More info: https://t.co/BdqfLtjhSC #covid19ab https://t.co/O2jXEwK8Pc",144,41,2,21,13,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_media,1,1,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/10/18 8:29,Monday,30559,26,0,"""At this point, we have data available on thousands of women who have had vaccines during pregnancy,"" says Dr. Sue Chandra.  ""The COVID-19 vaccine is safe for?pregnant individuals &amp; their babies."" You can learn more at https://t.co/EhpSvtG0s0. https://t.co/1yLP0u9t1B",139,39,3,96,31,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_media,1,0,1
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/7/4 12:20,Sunday,44409,151255,1,"Keep track of your medications, vaccinations, lab test results, and so much more.
Download the new MyHealth Records mobile app via Apple https://t.co/Fl2LBw48tG or Google Play https://t.co/J7vW57Zdca app stores. Learn more: https://t.co/uAnsCDJ0OU https://t.co/DeytE8gjP6",247,32,3,0,0,Emplifi,1,1,3,1,0,0,0,0,0,NA,NA,NA,0,NA,0,1,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/6/2 8:19,Wednesday,29960,8,0,"AHS¡¯ current workforce is about 2,500 case investigators and contact tracers, which is 50 times higher than our original team of 50 contact tracers in March 2020, and on par or better than other Canadian jurisdictions.",140,36,2,5,2,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_media,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/5/27 15:11,Thursday,54693,124,0,"Happy Paramedic Services Week to our frontline #YEG staff and Medic Moose, who is reporting from the Sierra 6 office!
#FacesOfTheFrontline #yourEMS #ParamedicServicesWeek https://t.co/owhjNgCSIU",140,23,0,9,3,Twitter Web App,0,0,0,0,1,1,1,1,0,NA,NA,NA,1,@ahs_ems,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/9/27 10:35,Monday,38145,6522,0,"Calgary - mobile vaccination pop ups today:
Monday, Sept 27 8am ¨C 1pm
Location:Olympic Plaza
Address:222 8 Avenue SE
------------
Monday, Sept 27 3-5pm
Location:Hillhurst / Sunnyside Community Centre
Address:1320 5 Avenue NW
Mobility access: Wheelchair accessible
#abvax",140,29,9,26,19,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@ab_vax,0,0,0
@GoAHealth,For help with government services call 310-0000 or send us a direct message.,27472,818,2021/8/24 9:27,Tuesday,34064,2727,0,"If your baby is hungry &amp; crying, it can help to calm them down before trying to feed. For more on baby feeding cues: https://t.co/mlguI7ZqwB https://t.co/EDBUN1FbX8",144,26,0,2,1,Twitter Web App,0,0,0,0,0,0,1,1,0,NA,NA,NA,1,@AHS_HPHC,0,0,0
